"시도명",시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,,전북특별자치도 전주시 완산구 중노송동 498-4,35.82253643,127.1504323,3,2,Y,94,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,,전북특별자치도 전주시 완산구 경원동3가 94-1,35.820599,127.152954,3,2,Y,95,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,전북특별자치도 전주시 완산구 기린대로 102,전북특별자치도 전주시 완산구 남노송동 531-1,35.81856574,127.1549336,3,2,Y,97,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,,전북특별자치도 전주시 완산구 남노송동 771-5,35.817907,127.1546223,3,1,Y,97.A,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,,전북특별자치도 전주시 완산구 풍남동3가 26-15,35.816618,127.1547806,3,2,Y,98,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,권삼득로,3,,전북특별자치도 전주시 완산구 중노송동 500-3,35.82308003,127.151056,3,2,Y,99,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,아중로,3,,전북특별자치도 전주시 완산구 중노송동 506-2,35.823023,127.1525849,3,2,Y,100,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,기린대로,3,,전북특별자치도 전주시 완산구 교동 산4-3,35.813666,127.156589,3,1,Y,101,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,20:00,07:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 동서학동 892-2,35.81069424,127.1613815,3,2,Y,102,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 동서학동 947-4,35.80905398,127.1624904,3,2,Y,103,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,27,기린대로,3,,전북특별자치도 전주시 덕진구 반월동 729-43,35.87389587,127.061766,3,2,Y,104,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,온고을로,3,,전북특별자치도 전주시 덕진구 여의동 1261-1,35.85671883,127.0670897,3,2,Y,109,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,온고을로,3,,전북특별자치도 전주시 덕진구 여의동 852,35.852503,127.0766303,3,2,Y,110,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,온고을로,3,,전북특별자치도 전주시 덕진구 팔복동3가 361-18,35.846171,127.0895974,3,2,Y,112,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,온고을로,3,,전북특별자치도 전주시 덕진구 팔복동3가 348-1,35.84352775,127.093963,3,2,Y,113,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,온고을로,3,,전북특별자치도 전주시 덕진구 팔복동3가 98-6,35.84215471,127.0959878,3,1,Y,114,2,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,천참로,3,,전북특별자치도 전주시 완산구 효자동3가 865-3,35.83827694,127.1000278,3,2,Y,116,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,온고을로,3,,전북특별자치도 전주시 완산구 서신동 660-5,35.83529464,127.107074,3,2,Y,118,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,온고을로,3,전북특별자치도 전주시 완산구 온고을로 120,전북특별자치도 전주시 완산구 서신동 958-1,35.83428631,127.1097491,3,2,Y,119,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,온고을로,3,전북특별자치도 전주시 완산구 온고을로 100,전북특별자치도 전주시 완산구 서신동 959-3,35.83415269,127.1119519,3,2,Y,120,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,온고을로,3,전북특별자치도 전주시 완산구 온고을로 66,전북특별자치도 전주시 완산구 서신동 962-3,35.8342176,127.1155508,3,2,Y,121,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,서신로,3,전북특별자치도 전주시 완산구 당산로 55,전북특별자치도 전주시 완산구 서신동 764-1,35.83252847,127.1144094,3,2,Y,122,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,천참로,3,,전북특별자치도 전주시 완산구 효자동3가 702-2,35.83143595,127.0948999,3,1,Y,126,2,3,3,녹색+황색+적색,50+3+50,2,3,3,Y,23:00,06:20,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,가련산로,3,,전북특별자치도 전주시 덕진구 덕진동2가 650-1,35.84018124,127.1095446,3,2,Y,129,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,홍산로,3,,전북특별자치도 전주시 완산구 서신동 738-199,35.83962437,127.1086058,3,2,Y,130,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,온고을로,3,,전북특별자치도 전주시 완산구 서신동 587,35.8386147,127.1074287,3,1,Y,131,2,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동2가 468-4,35.86781063,127.1216539,3,2,Y,132,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:20,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,전북특별자치도 전주시 덕진구 송천중앙로 206,전북특별자치도 전주시 덕진구 송천동2가 527-2,35.86541573,127.1218587,3,2,Y,133,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동2가 산51-1,35.8640077,127.1216704,3,2,Y,134,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동1가 478-29,35.85992364,127.1214729,3,2,Y,135,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동1가 113-10,35.86104054,127.1213536,3,2,Y,135.A,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,20:00,07:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동1가 474-71,35.857957,127.1206613,3,2,Y,136,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 송천동1가 388-6,35.85627171,127.1202744,3,2,Y,137,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,송천중앙로,3,,전북특별자치도 전주시 덕진구 덕진동2가 2-10,35.85140769,127.1199586,3,2,Y,139,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:20,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,동부대로,3,,전북특별자치도 전주시 덕진구 송천동2가 447-2,35.869729,127.121356,3,2,Y,143,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,동부대로,3,,전북특별자치도 전주시 덕진구 송천동2가 299-5,35.86990986,127.1276817,3,2,Y,145,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,전주천서로,3,,전북특별자치도 전주시 완산구 동서학동 887-1,35.810693,127.158416,3,1,Y,146,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,22:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,동부대로,3,,전북특별자치도 전주시 덕진구 호성동2가 655-3,35.868926,127.142347,3,2,Y,147,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,09:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,동부대로,3,,전북특별자치도 전주시 덕진구 호성동2가 40-2,35.874151,127.151488,3,2,Y,148,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,26,동부대로,3,,전북특별자치도 전주시 완산구 남노송동 76-6,35.81819421,127.159585,3,2,Y,149,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,17,동부대로,3,,전북특별자치도 전주시 덕진구 호성동1가 839-1,35.864452,127.149385,3,2,Y,151,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,17,동부대로,3,,전북특별자치도 전주시 덕진구 호성동1가 산26-6,35.86185605,127.151928,3,2,Y,152,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,05:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,17,동부대로,3,,전북특별자치도 전주시 덕진구 호성동1가 756-20,35.857917,127.1559309,3,2,Y,155,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,17,완주로,3,,전북특별자치도 전주시 덕진구 호성동2가 40-2,35.87415776,127.1514476,3,2,Y,158,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,전진로,3,,전북특별자치도 전주시 덕진구 산정동 741-2,35.841178,127.1714479,3,2,Y,159,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,,전북특별자치도 전주시 덕진구 산정동 720-1,35.83918414,127.1669716,3,2,Y,161,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,14:00,07:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,,전북특별자치도 전주시 덕진구 인후동1가 산7-5,35.83781922,127.1608893,3,2,Y,164,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,전북특별자치도 전주시 덕진구 안덕원로 265,전북특별자치도 전주시 덕진구 인후동1가 768-17,35.83715257,127.1560479,3,2,Y,165,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:20,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,,전북특별자치도 전주시 덕진구 인후동1가 1030,35.83674763,127.154321,3,2,Y,166,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,견휜로,3,전북특별자치도 전주시 덕진구 심방죽로 78,전북특별자치도 전주시 덕진구 인후동1가 1033,35.84264501,127.1523996,3,2,Y,167,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,견휜로,3,,전북특별자치도 전주시 덕진구 인후동1가 456-6,35.83539503,127.157181,3,2,Y,169,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,전북특별자치도 전주시 덕진구 안덕원로 35,전북특별자치도 전주시 덕진구 진북동 1023-12,35.82783502,127.1341655,3,2,Y,171,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,안덕원로,3,,전북특별자치도 전주시 덕진구 진북동 1129-23,35.827163,127.1302584,3,2,Y,172,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,유연로,3,,전북특별자치도 전주시 덕진구 진북동 1091-18,35.82695245,127.1293648,3,2,Y,173,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,전주천동로,3,,전북특별자치도 전주시 덕진구 진북동 1154-15,35.82991523,127.1292618,3,2,Y,174,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,전주천서로,3,,전북특별자치도 전주시 완산구 서신동 57-3,35.82936579,127.1278704,3,2,Y,175,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,전주천동로,3,,전북특별자치도 전주시 덕진구 진북동 1001-7,35.82489745,127.1319761,3,2,Y,176,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,전주천동로,3,전북특별자치도 전주시 덕진구 공북로 10,전북특별자치도 전주시 덕진구 진북동 1047-1,35.8250016,127.1330653,3,1,Y,176.A,1,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,전주천서로,3,,전북특별자치도 전주시 덕진구 진북동 992-128,35.82457283,127.1308100250,3,2,Y,177,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,태진로,3,,전북특별자치도 전주시 덕진구 진북동 416-1,35.83038604,127.1358651,3,2,Y,178,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,태진로,3,,전북특별자치도 전주시 덕진구 진북동 1121-1,35.82939109,127.1361857,3,2,Y,179,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,유연로,3,전북특별자치도 전주시 완산구 유연로 293,전북특별자치도 전주시 완산구 서신동 864,35.82558265,127.1176813,3,2,Y,181,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,20:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,유연로,3,전북특별자치도 전주시 완산구 유연로 277,전북특별자치도 전주시 완산구 서신동 856-4,35.82556874,127.1160415,3,2,Y,182,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동3가 3-17,35.82552093,127.1114872,3,2,Y,184,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:20,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 중화산동2가 720-18,35.8241034,127.113866,3,2,Y,186,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,전북특별자치도 전주시 완산구 서신천변5길 18,전북특별자치도 전주시 완산구 서신동 821-19,35.82839907,127.1124263,3,2,Y,187,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 서신동 417-3,35.827198,127.1126123,3,2,Y,187.A,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,서신로,3,전북특별자치도 전주시 완산구 서신로 10,전북특별자치도 전주시 완산구 서신동 856,35.82619324,127.1160251,3,2,Y,188,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,팔달로,3,,전북특별자치도 전주시 완산구 서서학동 126,35.805323,127.149531,3,1,Y,196.A,2,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,27,팔달로,3,,전북특별자치도 전주시 완산구 서서학동 288-3,35.80389611,127.1486589,3,2,Y,197,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
